OBJECT_ID,County_Name,Population,Town_Death,Death_Rate,Poisson,NB_BYM
532,Somerset,14480,6,4.143646408839779e-4,12.65625534879903,6.64051548299483
533,Atlantic,20301,20,9.851731441800897e-4,32.34176858653373,22.236408579547657
534,Atlantic,42714,24,5.618766680713583e-4,36.45614857630247,24.73562959121545
536,Atlantic,4100,2,4.878048780487805e-4,4.273429543948341,2.369400977561223
537,Atlantic,14139,56,0.003960676143998868,13.601933186936888,49.10388737088942
538,Atlantic,5925,1,1.6877637130801687e-4,3.5147306258137463,1.5931970075922752
539,Somerset,27082,42,0.0015508455800900967,31.088697652202537,40.46575948611998
543,Middlesex,100089,144,0.0014387195396097473,187.61478834122633,146.87033906113413
544,Cumberland,1012,0,0,0.9281597313714038,0.4865158256721753
545,Cumberland,6090,1,1.6420361247947455e-4,8.88721399853123,2.723169887925569
546,Cumberland,7484,2,2.672367717797969e-4,9.46814330904994,3.0922064935891393
547,Salem,8898,2,2.247696111485727e-4,7.7132526063909035,3.1006562469604924
550,Camden,29212,98,0.003354785704504998,35.91706458402694,91.46987758490164
551,Burlington,45135,47,0.0010413204829954582,38.840138498917604,45.9305958268772
553,Burlington,7548,1,1.3248542660307367e-4,12.577774422081525,3.4911748745737126
554,Atlantic,36094,36,9.973956890341885e-4,34.69947616379363,34.73920041628902
555,Cape May,5042,2,3.966679888932963e-4,3.047078206991737,2.4136736499931333
556,Burlington,23312,11,4.7185998627316403e-4,19.536761180095066,11.27998096556388
561,Middlesex,7252,9,0.0012410369553226695,6.898727339417114,8.502964675300738
562,Middlesex,13662,19,0.0013907187820231298,20.699328265814948,19.238777799627567
563,Morris,8816,9,0.0010208711433756805,8.036445546312985,8.70748543401751
565,Sussex,3681,4,0.0010866612333604998,5.222241119505114,3.234149966753192
52,Ocean,1049,NA,NA,2.1625211470881625,1.1657494279493503
56,Ocean,1271,NA,NA,4.204300128711745,2.2756943209735847
59,Ocean,3056,NA,NA,9.471836923529246,4.36704683256349
71,Salem,7734,55,0.0071114559089733645,10.59616860067495,47.596257987412116
74,Ocean,369,NA,NA,2.053148706908411,0.8380428949148951
83,Camden,5,NA,NA,0.5007787865723105,0.15915571223900604
94,Ocean,9003,NA,NA,13.660645178154564,8.15574133234704
114,Camden,2,NA,NA,0.9183897238110039,3.3899857694836504
131,Ocean,1601,NA,NA,1.406245741801505,1.5147844568868938
132,Ocean,1628,NA,NA,2.352320642578739,1.3923762722056954
134,Ocean,2278,NA,NA,2.2886329697288548,2.1570544646909817
136,Ocean,3648,NA,NA,3.2312721304144003,5.485151086101893
137,Ocean,1497,NA,NA,2.184450033597768,1.941139804996535
139,Ocean,2892,NA,NA,2.084656277100608,2.5813803630295644
144,Ocean,2155,NA,NA,7.578003400874199,4.107692109320797
155,Ocean,2684,NA,NA,1.8666915965680697,2.661945303184542
